"lakeid","sta","sampledate","andate","coreid","top_bottom","fract_count","tanyt","chiro","tanyp","ortho","pupae_tanyt","pupae_chiro","pupae_total"
"myv","33","2012-06-08","2012-06-09","1","0","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-08","2012-06-09","2","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-08","2012-06-09","3","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-08","2012-06-09","4","0","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-08","2012-06-09","5","0","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-08","2012-07-05","1","1","1","0","0","3","0","NA","NA","0"
"myv","33","2012-06-08","2012-07-05","2","1","1","0","1","1","0","NA","NA","0"
"myv","33","2012-06-08","2012-07-05","3","1","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-08","2012-07-05","4","1","1","0","1","1","0","NA","NA","0"
"myv","33","2012-06-08","2012-07-05","5","1","1","0","1","1","0","NA","NA","0"
"myv","33","2012-06-12","2012-07-07","1","1","1","1","0","0","0","NA","NA","1"
"myv","33","2012-06-12","2012-07-07","2","1","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-12","2012-07-07","3","1","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-12","2012-07-07","5","1","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-19","2012-06-20","1","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-19","2012-06-20","2","0","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-19","2012-06-20","3","0","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-19","2012-06-20","4","0","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-19","2012-06-20","5","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-19","2012-06-20","1","1","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-19","2012-06-20","2","1","1","0","1","2","0","NA","NA","0"
"myv","33","2012-06-19","2012-06-20","3","1","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-19","2012-06-20","4","1","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-19","2012-06-20","5","1","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-26","2012-06-27","1","0","1","0","0","3","0","NA","NA","0"
"myv","33","2012-06-26","2012-06-27","2","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-26","2012-06-27","3","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-26","2012-06-27","4","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-26","2012-06-27","5","0","1","0","0","1","0","NA","NA","0"
"myv","33","2012-06-26","2012-06-27","1","1","1","0","0","2","0","NA","NA","0"
"myv","33","2012-06-26","2012-06-27","2","1","1","0","0","1","1","NA","NA","0"
"myv","33","2012-06-26","2012-06-27","3","1","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-26","2012-06-27","4","1","1","0","0","0","0","NA","NA","0"
"myv","33","2012-06-26","2012-06-27","5","1","1","0","0","0","0","NA","NA","0"
"myv","33","2012-07-03","2012-07-04","1","0","1","0","1","0","0","NA","NA","0"
"myv","33","2012-07-03","2012-07-04","2","0","1","0","6","0","0","NA","NA","0"
"myv","33","2012-07-03","2012-07-04","3","0","1","0","9","0","0","NA","NA","0"
"myv","33","2012-07-03","2012-07-04","4","0","1","0","2","0","0","NA","NA","0"
"myv","33","2012-07-03","2012-07-04","5","0","1","0","4","0","0","NA","NA","0"
"myv","33","2012-07-03","2012-07-04","1","1","1","0","0","0","0","NA","NA","0"
"myv","33","2012-07-03","2012-07-04","2","1","1","0","0","0","0","NA","NA","0"
"myv","33","2012-07-03","2012-07-04","3","1","1","0","0","1","0","NA","NA","0"
"myv","33","2012-07-03","2012-07-04","4","1","1","0","0","0","0","NA","NA","0"
"myv","33","2012-07-03","2012-07-04","5","1","1","0","0","1","0","NA","NA","0"
"myv","33","2012-07-11","2012-07-19","1","2","1","0","1","0","0","NA","NA","0"
"myv","33","2012-07-11","2012-07-19","2","2","1","0","0","0","1","NA","NA","0"
"myv","33","2012-07-11","2012-07-19","3","2","1","0","1","1","2","NA","NA","0"
"myv","33","2012-07-11","2012-07-19","4","2","1","0","0","1","0","NA","NA","0"
"myv","33","2012-07-11","2012-07-19","5","2","1","0","0","2","0","NA","NA","0"
"myv","33","2012-07-17","2012-07-17","1","0","1","0","0","0","1","NA","NA","0"
"myv","33","2012-07-17","2012-07-17","2","0","1","0","1","0","1","NA","NA","0"
"myv","33","2012-07-17","2012-07-17","3","0","1","0","3","0","9","NA","NA","0"
"myv","33","2012-07-17","2012-07-17","4","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-07-17","2012-07-17","5","0","1","0","3","0","3","NA","NA","0"
"myv","33","2012-07-17","2012-07-17","1","1","1","0","3","0","7","NA","NA","0"
"myv","33","2012-07-17","2012-07-17","2","1","1","0","4","0","1","NA","NA","0"
"myv","33","2012-07-17","2012-07-17","3","1","1","0","0","0","10","NA","NA","0"
"myv","33","2012-07-17","2012-07-17","4","1","1","0","0","0","1","NA","NA","0"
"myv","33","2012-07-17","2012-07-17","5","1","1","0","2","0","3","NA","NA","0"
"myv","33","2012-07-29","2012-07-29","1","0","1","0","0","0","2","NA","NA","0"
"myv","33","2012-07-29","2012-07-29","2","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-07-29","2012-07-29","3","0","1","0","3","0","1","NA","NA","0"
"myv","33","2012-07-29","2012-07-29","4","0","1","0","4","2","1","NA","NA","0"
"myv","33","2012-07-29","2012-07-29","5","0","1","1","0","0","14","NA","NA","0"
"myv","33","2012-07-29","2012-07-29","1","1","1","0","9","0","1","NA","NA","0"
"myv","33","2012-07-29","2012-07-29","2","1","1","0","10","0","0","NA","NA","0"
"myv","33","2012-07-29","2012-07-29","3","1","1","0","1","0","0","NA","NA","0"
"myv","33","2012-07-29","2012-07-29","4","1","1","0","16","1","0","NA","NA","0"
"myv","33","2012-07-29","2012-07-29","5","1","1","0","12","1","5","NA","NA","0"
"myv","33","2012-08-04","2012-08-04","1","0","1","0","8","0","1","NA","NA","0"
"myv","33","2012-08-04","2012-08-04","2","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-08-04","2012-08-04","3","0","1","0","0","0","15","NA","NA","0"
"myv","33","2012-08-04","2012-08-04","4","0","1","0","0","0","0","NA","NA","0"
"myv","33","2012-08-04","2012-08-04","5","0","1","0","0","0","4","NA","NA","0"
"myv","33","2012-08-04","2012-08-04","1","1","1","0","0","2","8","NA","NA","0"
"myv","33","2012-08-04","2012-08-04","2","1","1","0","4","0","0","NA","NA","0"
"myv","33","2012-08-04","2012-08-04","3","1","1","0","3","1","1","NA","NA","0"
"myv","33","2012-08-04","2012-08-04","4","1","1","0","0","0","1","NA","NA","0"
"myv","33","2012-08-04","2012-08-04","5","1","1","0","6","1","5","NA","NA","0"
"myv","33","2012-08-17","2012-08-17","1","0","1","0","0","1","1","NA","NA","0"
"myv","33","2012-08-17","2012-08-17","2","0","1","1","0","0","0","NA","NA","0"
"myv","33","2012-08-17","2012-08-17","3","0","1","1","0","0","0","NA","NA","0"
"myv","33","2012-08-17","2012-08-17","4","0","1","0","0","0","1","NA","NA","0"
"myv","33","2012-08-17","2012-08-17","5","0","1","0","0","0","7","NA","NA","0"
"myv","33","2012-08-17","2012-08-17","1","1","1","0","0","0","0","NA","NA","0"
"myv","33","2012-08-17","2012-08-17","2","1","1","0","5","0","5","NA","NA","0"
"myv","33","2012-08-17","2012-08-17","3","1","1","0","5","0","0","NA","NA","0"
"myv","33","2012-08-17","2012-08-17","4","1","1","0","4","1","0","NA","NA","0"
"myv","33","2012-08-17","2012-08-17","5","1","1","0","3","3","5","NA","NA","0"
"myv","33","2013-06-08","2013-06-09","1","0","1","0","0","1","0","NA","NA","0"
"myv","33","2013-06-08","2013-06-09","2","0","1","2","1","3","0","NA","NA","0"
"myv","33","2013-06-08","2013-06-09","3","0","1","2","0","4","0","NA","NA","0"
"myv","33","2013-06-08","2013-06-09","4","0","1","1","0","4","0","NA","NA","0"
"myv","33","2013-06-08","2013-06-09","5","0","1","0","0","1","0","NA","NA","0"
"myv","33","2013-06-08","2013-06-09","1","1","1","2","2","1","0","NA","NA","0"
"myv","33","2013-06-08","2013-06-09","2","1","1","1","0","3","0","NA","NA","1"
"myv","33","2013-06-08","2013-06-09","3","1","1","0","2","1","0","NA","NA","0"
"myv","33","2013-06-08","2013-06-09","4","1","1","0","0","4","0","NA","NA","0"
"myv","33","2013-06-08","2013-06-09","5","1","1","0","3","1","0","NA","NA","3"
"myv","33","2013-06-15","2013-06-16","1","0","1","0","0","1","2","NA","NA","1"
"myv","33","2013-06-15","2013-06-16","2","0","1","0","0","1","0","NA","NA","0"
"myv","33","2013-06-15","2013-06-16","3","0","1","0","0","0","0","NA","NA","0"
"myv","33","2013-06-15","2013-06-16","4","0","1","0","0","2","1","NA","NA","1"
"myv","33","2013-06-15","2013-06-16","1","1","1","0","0","0","0","NA","NA","0"
"myv","33","2013-06-15","2013-06-16","2","1","1","0","3","1","1","NA","NA","1"
"myv","33","2013-06-15","2013-06-16","3","1","1","0","3","1","0","NA","NA","0"
"myv","33","2013-06-15","2013-06-16","4","1","1","0","0","0","0","NA","NA","0"
"myv","33","2013-06-22","2013-06-24","1","0","1","0","81","0","0","NA","NA","0"
"myv","33","2013-06-22","2013-06-24","2","0","1","0","205","1","1","NA","NA","0"
"myv","33","2013-06-22","2013-06-24","3","0","1","0","139","0","0","NA","NA","0"
"myv","33","2013-06-22","2013-06-24","4","0","1","0","257","0","0","NA","NA","0"
"myv","33","2013-06-22","2013-06-24","5","0","1","0","89","2","0","NA","NA","0"
"myv","33","2013-06-22","2013-06-24","1","1","1","0","0","0","1","NA","NA","0"
"myv","33","2013-06-22","2013-06-24","2","1","1","0","0","1","0","NA","NA","0"
"myv","33","2013-06-22","2013-06-24","3","1","1","0","1","2","0","NA","NA","0"
"myv","33","2013-06-22","2013-06-24","4","1","1","0","0","0","0","NA","NA","0"
"myv","33","2013-06-22","2013-06-24","5","1","1","0","3","0","0","NA","NA","0"
"myv","33","2013-06-29","2013-06-30","1","0","1","0","156","0","0","NA","NA","0"
"myv","33","2013-06-29","2013-06-30","2","0","1","0","146","0","0","NA","NA","0"
"myv","33","2013-06-29","2013-06-30","3","0","1","0","95","0","2","NA","NA","0"
"myv","33","2013-06-29","2013-06-30","4","0","1","0","11","0","1","NA","NA","0"
"myv","33","2013-06-29","2013-06-30","1","1","1","0","1","0","0","NA","NA","0"
"myv","33","2013-06-29","2013-06-30","2","1","1","0","1","0","1","NA","NA","0"
"myv","33","2013-06-29","2013-06-30","3","1","1","0","6","0","1","NA","NA","1"
"myv","33","2013-06-29","2013-06-30","4","1","1","0","19","0","2","NA","NA","0"
"myv","33","2013-07-08","2013-07-09","1","0","1","8","178","0","0","NA","NA","0"
"myv","33","2013-07-08","2013-07-09","2","0","1","6","136","0","0","NA","NA","0"
"myv","33","2013-07-08","2013-07-09","3","0","1","15","118","1","0","NA","NA","0"
"myv","33","2013-07-08","2013-07-09","4","0","1","21","206","2","0","NA","NA","0"
"myv","33","2013-07-08","2013-07-09","5","0","1","14","209","2","0","NA","NA","0"
"myv","33","2013-07-08","2013-07-09","1","1","1","7","58","1","0","NA","NA","0"
"myv","33","2013-07-08","2013-07-09","2","1","1","4","55","1","0","NA","NA","0"
"myv","33","2013-07-08","2013-07-09","3","1","1","2","76","0","0","NA","NA","0"
"myv","33","2013-07-08","2013-07-09","4","1","1","8","67","0","0","NA","NA","0"
"myv","33","2013-07-08","2013-07-09","5","1","1","2","39","0","0","NA","NA","0"
"myv","33","2013-07-14","2013-07-15","1","0","1","18","167","5","2","NA","NA","0"
"myv","33","2013-07-14","2013-07-15","2","0","1","7","117","7","1","NA","NA","0"
"myv","33","2013-07-14","2013-07-15","3","0","1","19","174","2","2","NA","NA","0"
"myv","33","2013-07-14","2013-07-15","4","0","1","17","143","5","3","NA","NA","0"
"myv","33","2013-07-14","2013-07-15","5","0","1","16","161","5","0","NA","NA","0"
"myv","33","2013-07-14","2013-07-15","1","1","1","5","83","2","0","NA","NA","0"
"myv","33","2013-07-14","2013-07-15","2","1","1","1","59","1","0","NA","NA","0"
"myv","33","2013-07-14","2013-07-15","3","1","1","7","92","0","0","NA","NA","0"
"myv","33","2013-07-14","2013-07-15","4","1","1","1","88","2","0","NA","NA","0"
"myv","33","2013-07-14","2013-07-15","5","1","1","2","103","0","0","NA","NA","0"
"myv","33","2013-07-20","2013-07-20","1","0","1","12","88","13","4","NA","NA","2"
"myv","33","2013-07-20","2013-07-20","2","0","1","19","89","2","2","NA","NA","0"
"myv","33","2013-07-20","2013-07-20","3","0","1","18","79","0","3","NA","NA","0"
"myv","33","2013-07-20","2013-07-20","4","0","1","11","72","8","14","NA","NA","0"
"myv","33","2013-07-20","2013-07-20","5","0","1","4","65","4","0","NA","NA","0"
"myv","33","2013-07-20","2013-07-20","1","1","1","7","158","1","1","NA","NA","1"
"myv","33","2013-07-20","2013-07-20","2","1","1","2","130","1","1","NA","NA","0"
"myv","33","2013-07-20","2013-07-20","3","1","1","6","129","1","0","NA","NA","0"
"myv","33","2013-07-20","2013-07-20","4","1","1","5","105","1","0","NA","NA","1"
"myv","33","2013-07-20","2013-07-20","5","1","1","11","123","1","2","NA","NA","2"
"myv","33","2013-07-27","2013-07-28","1","0","1","10","43","6","1","NA","NA","0"
"myv","33","2013-07-27","2013-07-28","2","0","1","13","34","1","55","NA","NA","3"
"myv","33","2013-07-27","2013-07-28","3","0","1","5","46","2","1","NA","NA","1"
"myv","33","2013-07-27","2013-07-28","4","0","1","10","55","1","0","NA","NA","1"
"myv","33","2013-07-27","2013-07-28","5","0","1","3","42","2","0","NA","NA","0"
"myv","33","2013-07-27","2013-07-28","1","1","1","0","150","0","0","NA","NA","1"
"myv","33","2013-07-27","2013-07-28","2","1","1","3","110","2","13","NA","NA","0"
"myv","33","2013-07-27","2013-07-28","3","1","1","0","158","0","2","NA","NA","0"
"myv","33","2013-07-27","2013-07-28","4","1","1","1","134","0","2","NA","NA","0"
"myv","33","2013-07-27","2013-07-28","5","1","1","1","160","0","0","NA","NA","0"
"myv","33","2013-08-06","2013-08-06","1","0","1","12","58","1","5","NA","NA","1"
"myv","33","2013-08-06","2013-08-06","2","0","1","14","56","1","3","NA","NA","0"
"myv","33","2013-08-06","2013-08-06","3","0","1","60","44","3","26","NA","NA","0"
"myv","33","2013-08-06","2013-08-06","4","0","1","18","34","3","0","NA","NA","0"
"myv","33","2013-08-06","2013-08-06","5","0","1","79","55","7","1","NA","NA","0"
"myv","33","2013-08-06","2013-08-06","1","1","1","3","126","1","5","NA","NA","0"
"myv","33","2013-08-06","2013-08-06","2","1","1","2","161","2","7","NA","NA","0"
"myv","33","2013-08-06","2013-08-06","3","1","1","1","130","2","0","NA","NA","0"
"myv","33","2013-08-06","2013-08-06","4","1","1","3","170","1","4","NA","NA","1"
"myv","33","2013-08-06","2013-08-06","5","1","1","2","112","1","1","NA","NA","0"
"myv","33","2013-08-11","2013-08-15","1","0","1","149","29","2","1","NA","NA","0"
"myv","33","2013-08-11","2013-08-15","2","0","1","508","62","8","64","NA","NA","1"
"myv","33","2013-08-11","2013-08-15","3","0","1","9","14","0","2","NA","NA","0"
"myv","33","2013-08-11","2013-08-15","4","0","1","30","36","3","39","NA","NA","0"
"myv","33","2013-08-11","2013-08-15","5","0","1","102","59","4","22","NA","NA","1"
"myv","33","2013-08-11","2013-08-15","1","1","1","1","109","1","1","NA","NA","0"
"myv","33","2013-08-11","2013-08-15","2","1","1","3","89","2","11","NA","NA","0"
"myv","33","2013-08-11","2013-08-15","3","1","1","0","66","1","3","NA","NA","0"
"myv","33","2013-08-11","2013-08-15","4","1","1","1","117","1","12","NA","NA","0"
"myv","33","2013-08-11","2013-08-15","5","1","1","0","104","0","2","NA","NA","0"
"myv","33","2013-08-17","2013-08-18","1","0","1","273","21","8","3","NA","NA","0"
"myv","33","2013-08-17","2013-08-18","2","0","1","255","22","4","2","NA","NA","0"
"myv","33","2013-08-17","2013-08-18","3","0","1","71","27","4","0","NA","NA","0"
"myv","33","2013-08-17","2013-08-18","4","0","1","144","20","4","8","NA","NA","0"
"myv","33","2013-08-17","2013-08-18","5","0","1","307","19","6","0","NA","NA","1"
"myv","33","2013-08-17","2013-08-18","1","1","1","1","146","1","0","NA","NA","0"
"myv","33","2013-08-17","2013-08-18","2","1","1","7","150","0","0","NA","NA","0"
"myv","33","2013-08-17","2013-08-18","3","1","1","0","110","1","0","NA","NA","0"
"myv","33","2013-08-17","2013-08-18","4","1","1","21","141","3","3","NA","NA","0"
"myv","33","2013-08-17","2013-08-18","5","1","1","33","156","0","0","NA","NA","0"
"myv","33","2014-06-02","2014-06-10","1","0","1","0","2","0","1","NA","NA","0"
"myv","33","2014-06-02","2014-06-10","2","0","1","1","1","0","0","NA","NA","0"
"myv","33","2014-06-02","2014-06-10","3","0","1","0","0","0","0","NA","NA","0"
"myv","33","2014-06-02","2014-06-10","4","0","1","0","1","0","0","NA","NA","0"
"myv","33","2014-06-02","2014-06-10","5","0","1","1","0","0","0","NA","NA","0"
"myv","33","2014-06-02","2014-06-10","1","1","1","0","8","0","0","NA","NA","0"
"myv","33","2014-06-02","2014-06-10","2","1","1","1","15","0","0","NA","NA","0"
"myv","33","2014-06-02","2014-06-10","3","1","1","0","5","1","0","NA","NA","0"
"myv","33","2014-06-02","2014-06-10","4","1","1","0","11","2","1","NA","NA","0"
"myv","33","2014-06-02","2014-06-10","5","1","1","0","25","0","0","NA","NA","0"
"myv","33","2014-06-09","2014-06-11","1","0","1","0","1","0","0","NA","NA","0"
"myv","33","2014-06-09","2014-06-11","2","0","1","1","0","1","0","NA","NA","0"
"myv","33","2014-06-09","2014-06-11","3","0","1","0","1","0","0","NA","NA","0"
"myv","33","2014-06-09","2014-06-11","4","0","1","2","0","0","0","NA","NA","0"
"myv","33","2014-06-09","2014-06-11","5","0","1","0","1","1","0","NA","NA","0"
"myv","33","2014-06-09","2014-06-11","1","1","1","2","8","0","0","NA","NA","0"
"myv","33","2014-06-09","2014-06-11","2","1","1","1","29","2","0","NA","NA","0"
"myv","33","2014-06-09","2014-06-11","3","1","1","2","20","0","0","NA","NA","0"
"myv","33","2014-06-09","2014-06-11","4","1","1","0","16","0","0","NA","NA","0"
"myv","33","2014-06-09","2014-06-11","5","1","1","0","22","0","0","NA","NA","0"
"myv","33","2014-06-19","2014-06-19","1","0","1","0","0","0","0","NA","NA","0"
"myv","33","2014-06-19","2014-06-19","2","0","1","1","2","0","0","NA","NA","0"
"myv","33","2014-06-19","2014-06-19","3","0","1","1","0","0","0","NA","NA","0"
"myv","33","2014-06-19","2014-06-19","4","0","1","0","0","0","0","NA","NA","0"
"myv","33","2014-06-19","2014-06-19","5","0","1","0","1","0","0","NA","NA","0"
"myv","33","2014-06-19","2014-06-19","1","1","1","3","13","0","0","NA","NA","0"
"myv","33","2014-06-19","2014-06-19","2","1","1","12","21","1","0","NA","NA","0"
"myv","33","2014-06-19","2014-06-19","3","1","1","25","21","0","0","NA","NA","0"
"myv","33","2014-06-19","2014-06-19","4","1","1","41","16","0","0","NA","NA","0"
"myv","33","2014-06-19","2014-06-19","5","1","1","17","16","0","0","NA","NA","0"
