alpha,gamma_1,gamma_2,sig_beta0,sig_rho,sig_proc,lp__
3.7343787404476765,1.1080569807948115,1.1540663799729005,0.02399534923887768,0.03890635261205493,91.15779745910416,-33503.83758367574
3.634850664160442,1.0906014813801201,1.1236842259242847,0.019814148269743825,0.034029125008437196,91.05307830839368,-33517.10228152335
3.5612076950119373,1.0794099813184042,1.1465854537154407,0.03847837622726047,0.032672682802322675,90.97417219119983,-33554.73720079554
3.262211928008364,1.0933162375835164,1.1083786621384697,0.03261403202508152,0.038456140571626,91.0509350973258,-33496.39687227371
3.1830912195177326,1.072302299991979,1.1102464900392124,0.040956831253470175,0.02661501226158079,91.09847075181837,-33522.208818818195
3.4398013911279794,1.0745662550738877,1.1381077756972475,0.04857453430651579,0.020961774726408595,90.88222119006808,-33377.789988264136
3.8004246244725253,1.0749777912087533,1.1267058868996502,0.03083031127406777,0.01527537725909337,90.1100457374697,-33631.60167650349
3.067338023012327,1.0774243694421333,1.124839213470161,0.04339898645771412,0.02974739426274408,90.24769985503146,-33578.14296749617
3.292845057675604,1.0845776790600763,1.1466106882496112,0.02957545964126878,0.03450176965997958,91.0076003738955,-33683.73706174396
3.241470144518579,1.094015215165461,1.125788972594619,0.03854811964108712,0.015494785707225747,91.22026882355624,-33546.68318645605
3.659001746743542,1.0768520327729678,1.127635387284157,0.050368507209597436,0.01663980580509736,91.63900972376835,-33504.55220769612
3.9887980231966615,1.0764382986882615,1.1426372314880116,0.046602847105039924,0.026620515697285903,90.85789686673665,-33440.149363800534
3.5680662567419166,1.103467511490541,1.1235913070795909,0.04161342931938242,0.03892880924691166,92.61654258502972,-33400.85756811649
3.4361283945309,1.0546970196041219,1.1020817708559936,0.025151565815302316,0.0332179339270275,90.43268154662151,-33607.58714702538
3.4886851324157333,1.089913115951128,1.1075929039165782,0.04525311670857046,0.038131314942774955,91.07794413866559,-33620.61420236709
3.394988848543394,1.0662690759113178,1.0985272746935935,0.032280719892928016,0.04722328091637227,92.18243466622687,-33672.956311507245
3.2266287285382305,1.0589601081440112,1.0889471722932975,0.03602522981300193,0.03310050867757545,92.79481006261878,-33463.05945127251
3.8065092232480797,1.0868446399583056,1.1035524405211716,0.02450014104164688,0.022420506092643195,90.01295860094133,-33650.510526686136
3.5885310900012928,1.0880629365106032,1.1102426962691652,0.031933971938136484,0.04516346587202778,90.81686057063072,-33559.49113847303
3.2982739453775576,1.0906607469934235,1.1380587190747202,0.03814812452987169,0.036070107693631656,89.72319549138722,-33458.663142145946
3.2302561480574608,1.0715796139331795,1.1222885630142294,0.06996867724608748,0.03928152864789454,91.51341655192867,-33471.25413591313
3.5595996748825134,1.12065587151725,1.1663977210587333,0.04135442859353693,0.0826325829556882,91.3329795516066,-33597.44921047933
3.5534086791250226,1.1082385065424891,1.1749098723465763,0.03197051456350101,0.038740563749534704,89.44641408373673,-33512.32883337416
3.322331056055619,1.0505234293565437,1.1410025844318388,0.04965613429254173,0.05924320886267051,91.12924688729562,-33438.95739792534
3.406243034409312,1.0599167125820024,1.1234493997923862,0.046288535884794514,0.08512250772019007,92.86639874900544,-33447.63981538163
3.7196773312780924,1.0670686036394232,1.1212779029677178,0.049394760443138244,0.03552527762300953,91.29072616753865,-33396.07789388124
3.5326274562193416,1.0671787737089256,1.1198243976590825,0.0650873907395705,0.019984243010161846,89.80263209769909,-33504.981370715956
2.9937322572449716,1.0667349575209308,1.1191301773275641,0.027038055461427266,0.0453521297527817,91.37454575745177,-33443.6079443538
3.572816577039039,1.059005563269469,1.1056526071698063,0.03348316603556083,0.03151565025192074,90.83394583986475,-33517.64631543037
3.4429431748642383,1.1062748787430916,1.1419016395414574,0.03336679852366615,0.03695590411595298,92.265407839105535,-33458.11040419928
3.565360925269894,1.0542707579363617,1.0952179968237652,0.03807728528456594,0.038822128527846105,92.0675837285707,-33708.732047682475
3.1327725358879572,1.089082826622437,1.2088794327584877,0.03097925922250117,0.06531315771474867,90.94222803956013,-33450.174589396156
3.2525590860367313,1.0963934390600878,1.1086320501867015,0.03217755424314436,0.04008638017882165,91.59614721025578,-33632.0200834242
3.201570791470902,1.0693617199911145,1.113188825590656,0.04565438054439743,0.03995601231131709,92.32614182378713,-33495.18264544304
3.7377685310534727,1.1013461396111488,1.1269868201793614,0.045242190513615686,0.0643726868666241,91.537448952595,-33485.562423170326
3.310790642043772,1.0814990859527422,1.1381267886696427,0.051488324158964205,0.07130002839088047,91.10983152075772,-33635.04859598542
3.3831652473628107,1.0942500875731498,1.1604694151569983,0.03751382730134805,0.05612462066467699,92.65347973891403,-33582.86873150625
3.7239924333478776,1.0907557832509913,1.126128651047381,0.02041863047606358,0.026821325939576344,91.45464308087219,-33585.66742008582
3.5206866260458374,1.0953027584429647,1.1598033414808517,0.028048222473716636,0.014028296082790328,90.93703559833438,-33411.75113129907
3.6210798673616194,1.0882602565716493,1.0736763660618447,0.04167327349317712,0.026661592748793293,94.04598535347526,-33442.893502634004
3.6245979240233415,1.0523953703149322,1.0982932674995431,0.059015576748619174,0.05469536197224126,90.20249332463759,-33766.81520308565
3.3390752152346157,1.0344229448436155,1.0930768881426214,0.04501354621162661,0.044033195695759766,92.74776577424156,-33451.50773086246
3.1873912019433837,1.0566270029720894,1.126914444434116,0.0647167225833108,0.06987630767875018,90.77717013417885,-33289.66581993562
3.0838238433578464,1.0620726922013537,1.0957914178982862,0.0658451601540738,0.030260655541439894,90.97095626078844,-33453.81401074966
3.470738209228723,1.1053142503985671,1.143980294205195,0.03199366775931805,0.020310348599302832,90.26835560052419,-33416.11669503914
3.1688483779462615,1.069084900155549,1.1405757780234425,0.05308108542299561,0.03315796463124665,90.74540124160214,-33410.97493565166
4.031872757670411,1.1126454538527326,1.154968002148721,0.029141412490054808,0.04841600014092518,90.9798829827859,-33764.40529595504
3.71754210716126,1.069807784762518,1.1403631471369537,0.034389153161917,0.057447696792765186,89.99176198451798,-33511.96155054567
3.2438572596591904,1.043504931345569,1.0901566938664908,0.04658337414275825,0.0355207984895958,92.07334122858254,-33531.41240486993
3.066800299410781,1.0888692728476526,1.131289059082606,0.0657797293083433,0.04616540292919975,88.42907651325214,-33463.71414582082
3.6315859345101376,1.0870793569522839,1.1379122663793433,0.01650038350097736,0.02709470152717983,90.87475108408192,-33492.864507383725
3.0090813865112187,1.079349718961307,1.1013065518442913,0.026351638964276305,0.027557351890329887,90.62483960348808,-33495.339579604646
3.198090566355215,1.02831853751406,1.0832127408018062,0.05878172207076191,0.038917224238465546,90.83628603492507,-33550.03249082514
3.3534827453820975,1.0474327108872101,1.0865968132161905,0.029405921532625896,0.02810343754844465,93.40387442855106,-33553.34772314997
3.429042385475297,1.0913802953022982,1.112022306086066,0.03912414447992896,0.04248944398976824,91.37750188733794,-33559.56608752941
3.6012544653693683,1.061687657377341,1.123753724880351,0.02457667337021495,0.07556711622800047,91.47721773277298,-33541.35121310941
4.283588214166537,1.0739685022882257,1.1348515028813988,0.0450600153267367,0.026053506521072026,90.25807252914038,-33652.10708549957
3.2099998270773784,1.0560140101405813,1.0912510164119418,0.04777072952168452,0.008384415180235066,91.64514481047347,-33498.62857901676
2.9890867221185515,1.0900985762642597,1.105734938466418,0.0339523381664846,0.030414930090388963,90.76864162191362,-33571.19333893785
3.501593976223742,1.0766017066881073,1.1366659511387065,0.023692294706737085,0.02699109656181732,90.95218323771503,-33440.85267747383
3.168053766149748,1.070076082109367,1.1096782244156842,0.037382883940779224,0.02615556784467542,90.9388976946189,-33569.99545638228
3.1952868928096363,1.0643678273255328,1.0930236878604933,0.0511869748593375,0.009917454382689253,92.09559301152551,-33462.923670816126
3.006511474116127,1.1078136166197055,1.1575526756275925,0.06685505292947361,0.05678449333507182,90.3560486711292,-33493.76995282456
3.6560547304222015,1.0822855419160333,1.1769369751123628,0.0422606373961506,0.06644472774643868,91.96168674769379,-33575.587443101016
4.290058455175681,1.0704620028967875,1.1057173526641983,0.04004484429647128,0.008231136548783472,92.79292963128377,-33492.33176754647
3.375875942861862,1.0911183710313221,1.1170682506679084,0.03173190992977625,0.05298133113536542,90.81260552362383,-33564.09279759392
3.552417381433785,1.0646932505085527,1.0951711089967664,0.030986696504265693,0.01992287957832162,92.35871663688825,-33500.96117905763
3.278732579714632,1.0950447634032288,1.1102513690070086,0.056492817002732905,0.040195905273833855,91.19632327045652,-33459.387387197705
3.0214904947934254,1.069924635184967,1.1243930739304442,0.06186293577324429,0.037994195520023595,90.52482719729645,-33767.475887548026
3.3290699658024296,1.082649277510477,1.1243219474692758,0.0457313770403928,0.07132119058197546,91.90002522341268,-33660.56434785289
3.80424263692023,1.0591551440645837,1.1288251291094487,0.032099873894941094,0.06548738364521614,90.71484065969572,-33553.07859526566
3.73294159461344,1.0612434359668748,1.1412144779126758,0.03921230718315475,0.04903186407159281,90.97193182546314,-33465.29957150666
3.2347618295978973,1.0576965818688202,1.0811987427008753,0.03502948406802175,0.013865413215707572,91.5694403263841,-33558.45685068392
3.1816615812887132,1.0848141014426984,1.1276217882676192,0.03923004038438858,0.03546821117605931,89.28110942972516,-33448.65951502941
2.9921005276503525,1.0935640367872175,1.1460114425071573,0.046182129537057616,0.056246016428005016,90.08886503458581,-33573.88453413953
3.337236700916836,1.084736315326849,1.1507989792187967,0.04418402574246002,0.06860523146207417,90.3643180331101,-33536.05014532619
3.1292930878582714,1.1021646986782925,1.176693447484006,0.04548466279645224,0.0833616602020595,90.69510830399037,-33615.20313823275
3.0989484726183325,1.0896114830648105,1.1574993343130742,0.028306566196830914,0.03562387335572382,89.68952301851834,-33616.54197532243
3.565317376996256,1.1155144747636074,1.1642360289469469,0.03375121887838384,0.022925652408144717,91.29898434342213,-33314.69024449958
3.7546769419542523,1.1016390720221945,1.1172809521831566,0.046140404231075585,0.035166807511495465,91.77644922751773,-33665.65649593046
3.2072855638315647,1.0790555839155607,1.119449880237878,0.030410203676306875,0.03631475940848743,91.29610757907797,-33355.03896602943
3.2551867956158484,1.0845229195923163,1.0960126202524159,0.060501042284397705,0.008731727201210973,91.4261660161836,-33442.38699951576
3.5982500370027104,1.093090781400034,1.15335965141166,0.022525951534240515,0.053764220119089254,90.07233243239389,-33583.537877795876
3.396031399343608,1.0339747569624183,1.0819766289446828,0.0658811088391979,0.03456605038830372,92.05702275410495,-33592.406746239336
3.416788704176249,1.0738939056531942,1.1293508656942068,0.05056906898403893,0.029610092684879453,91.09479538373583,-33398.12290290806
3.444565817715698,1.1032986855272338,1.1190812883910284,0.027072219206429108,0.05615170914043541,90.72295725375443,-33397.87635396798
3.6493617745048836,1.0547704349793439,1.1062385963705013,0.07263892672418898,0.04109680929818136,91.74407864246366,-33601.834261735
3.6193649483042076,1.0613403524607623,1.1076746729498341,0.03991954173160042,0.015142904383861143,91.51641914148895,-33677.89090473857
3.2763123977346584,1.0693938000276435,1.1448955949519677,0.05560897513338761,0.043299304151335594,90.89640925536241,-33579.40770005618
3.9983118748331514,1.0411292384174478,1.1048738629792572,0.038735472084047734,0.03656218861487933,91.42043088127846,-33481.09469965196
4.140295563933236,1.0724679463565059,1.1066102730217524,0.036038254022724085,0.03440861329749856,90.88083643505497,-33443.557330208976
3.5530456132155193,1.088583314393959,1.1004877783878682,0.043162375561187204,0.02599739483549795,90.40127203611198,-33496.49519652824
3.3405890663587794,1.0910240454858324,1.1226260028979713,0.0237422653634861,0.012081321938404619,91.69301535352335,-33545.9725159042
4.031887863471379,1.0841360220673621,1.1273207968892305,0.030220694572435838,0.03314469486935577,90.97282496745116,-33451.040725846215
3.3507044280113343,1.090123681563633,1.165224049150459,0.049514369154188546,0.04984568947026548,90.69210334054137,-33570.818129027495
3.6410622810894213,1.0662199661117744,1.1100678248392213,0.05327849596179416,0.037612826890534905,92.26412913238313,-33577.667322679335
3.0881870801133964,1.0880753454113004,1.097227011322385,0.052301624883912226,0.04910698518272925,91.17685179477228,-33424.738075033834
3.1505875805316235,1.0983125796078692,1.1170489687086713,0.03871106757705605,0.056979775689495096,88.79884082018779,-33533.85588856484
3.710701403479358,1.0763032960084657,1.1204996774774636,0.029727931807741616,0.046547791380935594,90.39711835025285,-33485.568485195945
3.4395738508343765,1.0585819404222288,1.1182950791046053,0.062030561040483545,0.0061014485549301676,90.72925857102548,-33553.34008356875
2.9055918045937403,1.062244453738618,1.1391712919696453,0.029506723170989693,0.02405430162184039,90.6608043900895,-33508.862195709255
3.4011924443287866,1.0840786507521294,1.1350470393986074,0.034043729866498416,0.06507769764323344,90.25277525196452,-33683.42589833827
3.4922918074153806,1.0601896107106272,1.1233294496705668,0.050547248412110536,0.05161766106428205,91.05098493295438,-33615.81514367669
3.3652887780155885,1.106013467622161,1.1213940563492204,0.027783369358910952,0.023863765976069203,91.40828200476382,-33568.02182941885
3.6940745964683828,1.0475232537614614,1.0940425159121425,0.05775176664263016,0.03767986848986765,90.83350158976849,-33725.3676127052
3.579466564751458,1.1073870080442605,1.1296020050155455,0.07884225940231916,0.0738373016447583,90.16226724015264,-33384.52281708646
3.4017122312253294,1.092702165946469,1.122595172346064,0.027430045619196552,0.03661096405976506,91.05147813480633,-33550.51263764021
3.5567996153895503,1.0525272127374394,1.138302863212545,0.04915805375384482,0.04382435934532082,90.84320896867595,-33410.881172978305
3.273073121226532,1.0461788557104832,1.0554843600655313,0.03162440134551745,0.0101404509191406,92.54699879553148,-33497.985818583446
3.5898107245544737,1.0840602412309213,1.1241258126411477,0.052566163057648746,0.02097774443896308,90.9101042106501,-33599.2384298755
3.8405082722062236,1.097762757556146,1.1430894567692145,0.03137534775847736,0.021801495093349194,90.48503373640187,-33597.0106702556
3.3238618204585393,1.1062633972356504,1.166745781078952,0.030904980077362903,0.08273077716512904,91.90474889802451,-33457.042699907935
3.2942414033348033,1.0618612899221598,1.0601033732790444,0.030975381387436843,0.022560378427784224,92.22803667739485,-33646.45727303751
3.287994460857417,1.0834927170788424,1.103870663871473,0.053338211035731775,0.053866301035839954,90.94213711194398,-33549.52945491474
3.548322944831763,1.069286846714995,1.1085521975613641,0.047392205862951405,0.042263939315751065,90.95661084117351,-33407.796491077286
3.0833343542990357,1.0757331878244965,1.1333613317549704,0.04965508057108459,0.044531515043325545,92.08853190626282,-33490.32087578099
3.78449122424793,1.074269249718252,1.126917344017175,0.027573677180868613,0.038851431990855285,90.311213300812,-33574.076617574836
3.8527991100252437,1.0683217604265647,1.123552552147178,0.04018255205826598,0.03281353034429673,90.97311455783577,-33498.76745048816
3.5210513143033846,1.1139915791500186,1.1150967645660779,0.035750132395720474,0.021276252241425413,90.57772380230783,-33509.515235723986
3.394085633608284,1.079686622223062,1.1272192893163995,0.023543513181237413,0.042970987193508024,89.98992609279745,-33440.69073945608
3.4378151090990503,1.0624035637849039,1.1033144774111978,0.07014571906174735,0.029043026861092898,92.59877130489473,-33621.10583760264
2.9112047105084646,1.0885876179653315,1.1369119520740476,0.08180049744145533,0.018874215042288207,92.45909910288636,-33727.91228464198
3.218109119272848,1.091007978725056,1.1168406737642775,0.04174900783764841,0.020251591675136765,91.78085826670079,-33610.31691555907
3.3991777207038156,1.0919029927403445,1.1327884956897878,0.039336868498780785,0.007936177062866588,90.77745675367512,-33466.41535923836
3.204367793996825,1.1070927505779187,1.1443226561884963,0.0680015501592284,0.03820523419675406,91.01153068381525,-33578.83036718879
3.253709033917253,1.072708497638533,1.1253480042215085,0.06022732670590745,0.04560890934028825,90.90393605458364,-33506.90722029841
3.4028441030935994,1.0586256980457316,1.0832866753388595,0.03669887857716559,0.027525232519761734,90.39934392213237,-33534.08621192036
4.188880661604785,1.0887941844553113,1.1346204189705906,0.029881257816410062,0.04598512046421077,89.29470399938869,-33545.45160945322
3.5750462577671014,1.0562147806157527,1.100454630685489,0.027010030825751905,0.03375752395144091,91.69027138163509,-33435.470848040895
3.831885572098454,1.0974553713185686,1.1303501601398187,0.023180059309549517,0.021290041094064623,91.19716311664361,-33501.612796708934
3.3872636400737637,1.0946895625435276,1.1240211147226669,0.058417915365897126,0.013996889341858627,91.22351683458614,-33335.71384007853
3.1497774421684,1.0534933979821381,1.1003841918931994,0.0320409884257371,0.02510015916086467,90.87967502566146,-33504.18082052275
2.75869142640506,1.0935975218565217,1.1037972654656443,0.037758181277414433,0.01886342640689994,90.62632054496957,-33522.88788288776
3.125435213544298,1.0649700474040753,1.1178466526793474,0.033398592912290706,0.03750180572898872,90.93497225902519,-33633.58510668048
3.638824364211405,1.0666457777613958,1.1057576879668813,0.02358718214103201,0.03834163650120937,91.7086300662704,-33497.55940411184
3.7299802941047266,1.0401692297634406,1.0869722108482835,0.02467049304975595,0.02339482982929795,90.74978207765314,-33589.91222549411
3.1798291604506903,1.088202059267711,1.092443373773916,0.022258810418869738,0.014463792134981104,91.19999127258069,-33432.2664220779
3.6957203949711186,1.0912926870366666,1.1094047179599422,0.040506732514564825,0.03087016597238636,92.0884853069726,-33643.304339443755
3.4804616211068273,1.0939347116613511,1.1660783497257994,0.04168641694996926,0.06316708884898717,90.71296414053327,-33563.18452477142
3.2824465403323133,1.064100653954377,1.120313546964903,0.021689274789008166,0.039770497459159795,92.49443992764294,-33570.69955337268
3.4925489743826006,1.0762265411472756,1.0834370837431637,0.04576940623710787,0.05104167271834067,91.99586530617259,-33518.63788049975
3.379542953461578,1.1118759974245995,1.1198651757333722,0.0705099859367719,0.038540526355743114,91.28321815025946,-33413.87015264457
3.2322298616831073,1.1292505349606696,1.1490932879350457,0.06473156204343002,0.0293331592784913,89.61127254670042,-33501.77878579995
3.1529654496208703,1.0863791572711696,1.1287244552241418,0.02950573251599882,0.029203189511348072,91.02384071857898,-33491.63636136294
3.5339889960086315,1.1057942952872613,1.1251074666496064,0.05788865363349037,0.020100121816338433,91.40359797385355,-33612.037887040446
3.5377418071572966,1.0568721577497624,1.12474454003729,0.0189220295057151,0.04329998282500106,90.92998841499023,-33573.54472873051
3.4621262574147553,1.0691877067432412,1.110819861151919,0.040448296984922506,0.02121794466388978,91.28374205655913,-33603.78267203407
3.2818585520792265,1.0725750682878483,1.13112738084771,0.018319400065681706,0.02129417109898265,91.36078942536088,-33634.55711862876
3.9043145835350983,1.1020329745793382,1.128409890986103,0.05011510306752069,0.0012673841990983182,89.06307470584629,-33729.55414277613
2.9516632728414516,1.0841048467279069,1.1272230935932375,0.038376876594452214,0.01902859536784685,91.40527011479337,-33490.83652964658
3.600392457911703,1.0647464185474265,1.1226418119543096,0.034083781663186645,0.04141563806264731,89.4951427804651,-33673.55067814883
3.4747179501026744,1.0603366983370135,1.0858227768183644,0.03833597849674517,0.015296639486788827,91.07092627920407,-33627.74097616224
3.8113753677906335,1.1024494736467485,1.124155706443936,0.05144480868940352,0.04472372408514552,91.61796178414147,-33446.74082843471
3.519122626161717,1.0772803535180584,1.1516575649476914,0.05455155361527846,0.07328249100155994,92.62636806272221,-33650.994580593426
3.881490972020547,1.112049401161645,1.18119894114377,0.046377011734897486,0.062087106140672685,91.81300115258074,-33572.65782678181
3.410743738509719,1.0802070172640208,1.1191164993567924,0.030878999658999106,0.025226753572033894,89.82695103539892,-33579.408299261
3.714016004575276,1.0805386995345712,1.0861378795609606,0.05205578281874751,0.03385401229935729,91.20741742081712,-33315.16130006608
3.543548899678187,1.0794410300968418,1.1234743087370465,0.05180816158164305,0.02980125599851281,89.91817393527614,-33593.93940184166
3.9800346724836184,1.0979805287842748,1.1579837164677311,0.026118865205795226,0.03637874549526082,90.16458217923073,-33691.63917120863
4.120993208616701,1.0852107861195324,1.121067405459088,0.039257755078014905,0.025354443777280338,91.63579692839572,-33679.541096107125
3.7681443741445135,1.1019903902199162,1.1166802543198067,0.031514269174625666,0.06072527427176031,91.63701424315238,-33483.9641824317
3.75459541222769,1.098399119026525,1.1676358617264933,0.040364157181830514,0.03557198050108315,91.02833790052486,-33535.62476867182
3.8659404063091376,1.0788575170214216,1.1216661367385508,0.03711509189365009,0.01154817368287339,91.44444439611527,-33502.76784015716
3.4146102229227155,1.128057244419463,1.1705879181967924,0.07818541608934464,0.06533807184799231,91.57535237235926,-33423.93551484875
2.9594376716750257,1.0668693842643182,1.1005806094323356,0.03306533520548225,0.03248056553657528,91.12754556903579,-33535.776777727035
2.938030937246741,1.0813743244667815,1.1035757081720725,0.02281617740489774,0.00151196930490786,93.43725375268438,-33645.2559768309
